Series Name,Series Code,Country Name,Country Code,1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
GDP per capita (current US$),NY.GDP.PCAP.CD,Bulgaria,BGR,1771.99614428015,1643.61141929609,1609.88245178581,1757.44377980694,2076.83068237844,2698.62424839705,3363.79964421813,3869.52945510511,4490.20177692701,5885.94925197955,7261.75449200277,6969.55855668357,6843.26694975885,7813.80669236432,7378.02473005713,7674.86186683366,7853.33293724146,6993.47554370696,7469.44770298113
GDP per capita (current US$),NY.GDP.PCAP.CD,Burkina Faso,BFA,255.7182333817,265.340115553605,226.47598136698,235.491232436187,260.763541319743,332.344305065633,371.323086483012,406.998807060623,420.582523292431,475.110012184526,569.761278420207,552.745552106433,575.446452687734,666.840410055466,673.822818226635,699.781537016479,703.821656461717,575.314454176311,613.993127495919
GDP per capita (current US$),NY.GDP.PCAP.CD,Burundi,BDI,144.474612191101,128.696439743929,135.998445465725,133.742768926491,122.433589296366,112.849370292195,127.429664803296,150.507043368766,165.87941756143,170.799900471753,196.247262831381,204.94465018984,231.194325649216,260.479907338153,265.285605131269,282.755525208188,312.748979387017,300.676556925263,285.727442064745
GDP per capita (current US$),NY.GDP.PCAP.CD,Cabo Verde,CPV,1250.61537591953,1389.71979558014,1239.37785465723,1268.88456421816,1373.51563622315,1768.92130162582,1976.45850602099,2048.13459038853,2304.2899020136,3112.28560109199,3638.90594639645,3444.55659984684,3312.82598480901,3670.42945259692,3408.48276238421,3558.79631344024,3529.61840319326,2995.15055267969,3037.52564241437
GDP per capita (current US$),NY.GDP.PCAP.CD,Cambodia,KHM,269.054640959116,295.973595726805,302.648996159615,321.226300353441,339.067698447482,362.421378512408,408.610518401118,474.223876626482,539.879152869659,631.675789036191,745.787787261428,738.232668432632,785.692884137826,882.49014616105,951.111231127353,1013.66595249507,1093.7620674767,1163.18977018231,1269.90723818939
GDP per capita (current US$),NY.GDP.PCAP.CD,Cameroon,CMR,730.732693776389,751.978291371586,660.192697065032,661.777441692704,719.889658413577,881.010208571491,1027.82300039134,1030.03819294642,1081.36983060812,1215.80821289835,1396.82498760165,1338.88437707877,1309.12220801948,1429.64755266211,1380.50984820072,1493.74656747065,1571.18253466367,1353.92448961447,1374.5158991066
GDP per capita (current US$),NY.GDP.PCAP.CD,Canada,CAN,20887.8394667666,22167.2258498882,24124.169174631,23691.5947188738,24167.8043060561,28172.1488309084,31979.8719510723,36189.5883840265,40386.6994835116,44544.5268004039,46596.3359912609,40773.4543637445,47447.4760241936,52082.2107601003,52496.6948704709,52418.3150618347,50633.2088224323,43525.3701865304,42348.9454605979
GDP per capita (current US$),NY.GDP.PCAP.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,64100.9076960695,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Central African Republic,CAF,268.90042312911,271.855116509098,243.542931743829,243.158648629224,253.706834282582,286.250801903988,313.210598044673,323.980511239888,347.607171913446,397.01715436953,456.861826817016,449.961204097,446.443687795492,490.510390672227,483.186093239243,337.484979032029,377.1321263233,348.381427149795,382.07028106683
GDP per capita (current US$),NY.GDP.PCAP.CD,Chad,TCD,224.866147932702,190.835982590154,166.023178471673,197.315644181115,220.805482072823,292.591436432233,454.676587940598,660.242139573492,712.184769377316,801.683884044603,929.770239130465,804.455903856423,896.569734113861,989.236363298336,973.470257398779,986.010317729048,1025.99851471508,784.172307238762,651.237243761606
GDP per capita (current US$),NY.GDP.PCAP.CD,Channel Islands,CHI,40537.5116868009,42405.4971449866,43299.401141101,41610.1305834392,44159.2107722825,48226.396676878,55844.1166944098,57210.7322855894,62261.8280114141,73569.644964552,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Chile,CHL,5479.49806414126,4986.00741695219,5101.36847857517,4595.6663273571,4463.54586721356,4787.69953202446,6210.82832487165,7615.30467991411,9484.68122668526,10526.8774613085,10781.3660783703,10243.328236588,12860.1776447469,14705.6924209903,15431.9029324117,15941.3972192355,14794.315829612,13736.6356879313,13960.894209996
GDP per capita (current US$),NY.GDP.PCAP.CD,China,CHN,828.580479295681,873.28706172579,959.372483639691,1053.10824300452,1148.5082904417,1288.64325183381,1508.66809788266,1753.41782925823,2099.22943460447,2695.36591709669,3471.2480543115,3838.43397176904,4560.51258600929,5633.7957168394,6337.88332279255,7077.77076539558,7683.50261309118,8069.21302389511,8117.26746543179
GDP per capita (current US$),NY.GDP.PCAP.CD,Colombia,COL,2509.13963334121,2164.43292920418,2472.19783098297,2395.85655125171,2355.72585669892,2246.2574724306,2740.24944202769,3386.02560001811,3709.07877589912,4674.21961032951,5433.72045003263,5148.42211290856,6250.65504429614,7227.73967983349,7884.98442882865,8030.58603049039,7913.38343248643,6044.52555566556,5756.86160202051
GDP per capita (current US$),NY.GDP.PCAP.CD,Comoros,COM,417.928473023034,420.877934215208,375.852856584753,395.931936301542,433.269145081919,544.506652602757,616.419723606327,621.903370202384,648.300871676333,720.759301258731,795.970501862599,778.545419864544,769.174288260466,829.758688479073,788.632652955229,834.341094890303,852.954307862846,727.646386827046,775.080084631843
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Dem. Rep.",COD,138.618273488582,102.644798535712,405.469653093749,153.69957329168,175.136071481294,173.916351831834,194.166786345182,218.523509172798,255.591313804132,286.507537175541,327.767654269899,298.80695623007,334.23173941161,387.323579611156,424.859133741434,458.125365192964,487.198280555203,497.629755726028,444.410334598663
GDP per capita (current US$),NY.GDP.PCAP.CD,"Congo, Rep.",COG,639.49855766437,750.526588901351,998.196856210498,842.709067744304,886.361665299432,998.101311670601,1289.33783690965,1637.06438124572,2012.11007047306,2111.20948856339,2881.59411605216,2255.33311863864,2737.34233022991,3196.64752370824,2952.05234806594,2964.57298903058,2910.52022576864,1712.12114632566,1528.24472001004
GDP per capita (current US$),NY.GDP.PCAP.CD,Costa Rica,CRI,3614.56256657289,3688.39831414497,3808.36368918324,3981.5280469657,4062.01496486078,4167.71410665586,4425.50746720577,4697.01113456115,5245.18737215155,6120.62339976331,6911.13615246666,6809.39622366841,8199.41462068027,9186.59638993395,9985.36958970111,10569.6663143866,10630.997900768,11393.0239509727,11732.7105484757
GDP per capita (current US$),NY.GDP.PCAP.CD,Cote d'Ivoire,CIV,793.981078525675,759.292202935166,642.254713999242,656.834565049434,710.961168329605,865.789649014533,919.806802750387,931.754286971344,951.947895564691,1065.89637469891,1242.43104388465,1217.74920575106,1219.74909551521,1214.70394645331,1262.48021811586,1423.68228222575,1569.92827532574,1434.32661467505,1535.06812143674
GDP per capita (current US$),NY.GDP.PCAP.CD,Croatia,HRV,5650.33201648619,5135.47334139059,4919.62806870834,5245.42141944138,6053.7160373911,7805.88141833108,9365.74246801187,10224.3040301629,11363.4184456056,13546.7138658819,15893.8604799951,14157.1548429321,13542.9018302826,14571.4908822122,13254.7642644276,13648.9898623961,13597.0338744006,11757.8900417938,12298.5703473839
GDP per capita (current US$),NY.GDP.PCAP.CD,Cuba,CUB,2326.11222110386,2553.06975962289,2741.11054194091,2832.18889268909,2994.33998829381,3192.6693781217,3390.71625563673,3779.05706959956,4669.06091614789,5184.49422741447,5376.4476221145,5484.77630011197,5676.14140269906,6075.92430626005,6425.94111866075,6760.15343974549,7050.5019901192,7602.26121831897,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Cyprus,CYP,15247.2932885008,15457.6443640866,14672.882058494,15062.9243346608,16372.291519199,20293.4078913924,23932.4912772329,25324.4866558737,27169.9925579717,31386.6326506534,35390.7048833763,32105.8159000782,30818.4639574235,32233.8394246573,28984.9148053503,27942.3166728809,27400.802986104,23212.2247018375,23666.9735713776
GDP per capita (current US$),NY.GDP.PCAP.CD,Czech Republic,CZE,6458.90450104404,6307.69800377791,6011.61522035701,6609.20552986054,8032.89661245767,9773.11750251281,11685.8872407234,13346.1763898857,15183.6360541375,18373.6489976913,22698.8539572605,19741.5976279826,19808.0710912518,21717.4579392202,19729.8705111763,19916.0193873722,19744.5586092159,17715.6168523009,18483.7164797716
GDP per capita (current US$),NY.GDP.PCAP.CD,Denmark,DNK,33368.1548509045,33440.8016200638,30743.5591735847,30751.6494603843,33228.6929087101,40458.7706402839,46511.6045710347,48799.8203703247,52026.9931124155,58487.0450116405,64322.0666441526,58163.2935943068,58041.4112245601,61753.6600721804,58507.5002096272,61191.1926260428,62548.9850174371,53012.9965835008,53578.7565680928
GDP per capita (current US$),NY.GDP.PCAP.CD,Djibouti,DJI,755.596241765878,765.720488241375,768.17607674712,781.232219551995,792.154120027978,819.974117984813,864.184720607284,904.729748876566,965.669377892257,1047.58689638521,1214.07711829591,1253.65743119943,1325.99072352076,1430.98689832546,1536.15068518041,1477.36304247321,1595.1463648488,1761.6101575859,1872.23462294105
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominica,DMA,3676.77821511937,3830.1752534332,4820.10756666305,4924.92278413048,4836.38492124113,4994.6674021974,5325.04698108074,5244.03373172257,5513.16070968083,5939.05358494506,6446.66383185391,6866.22489903457,6912.43571398947,6986.04668697253,6745.84975848093,6933.41518313894,7195.39329650902,7313.84942800705,7906.72174152587
GDP per capita (current US$),NY.GDP.PCAP.CD,Dominican Republic,DOM,2612.28868786511,2626.32647259944,2838.5133349557,2943.4219360953,3098.05170491001,2413.41013323558,2492.86822575889,3910.01777439852,4067.33291727245,4647.31035906985,5011.03793729372,4952.67750344452,5453.92686069139,5765.49645330522,5973.22293666431,6094.73490421055,6348.83776943483,6534.90855499375,6793.53812543935
GDP per capita (current US$),NY.GDP.PCAP.CD,Ecuador,ECU,2300.40788354002,1584.46344346497,1451.2907755099,1903.7415713596,2183.96679635803,2440.46890497314,2708.55789200118,3021.94254731609,3350.78654130881,3590.71808551266,4274.95206457671,4255.56570141121,4657.3023611471,5223.35176320248,5702.10431276527,6074.09082895834,6396.63048339218,6150.15595531519,6018.52686848782
GDP per capita (current US$),NY.GDP.PCAP.CD,"Egypt, Arab Rep.",EGY,1258.99755190444,1321.79971340063,1428.18300429537,1370.71743795049,1210.22924881689,1120.87492840669,1045.94320837548,1168.11523067913,1375.19631599113,1640.47606839651,2011.24615406866,2291.66706219766,2602.47954869567,2747.48032671166,3181.44170830415,3213.38915790942,3327.75424726108,3547.71301183827,3479.28124621174
GDP per capita (current US$),NY.GDP.PCAP.CD,El Salvador,SLV,1892.58112456318,1937.13901373467,2008.46606446969,2079.68381780987,2131.9098200883,2217.83715577318,2287.17305681349,2437.89956511578,2641.78065205553,2796.38708139673,2943.69887833676,2867.98508002573,2992.54527363055,3275.50862648081,3437.59963840041,3515.94720144392,3595.7907332513,3669.87899205352,3768.83770478833
GDP per capita (current US$),NY.GDP.PCAP.CD,Equatorial Guinea,GNQ,654.147310207696,1052.85281786985,1702.68490100276,2283.87903943895,2711.17011416914,3577.17619659534,6085.3489069204,10850.6333446261,12732.0275869622,15761.8391282779,22742.3815908012,16530.2093729134,17136.4456757583,21451.8861709069,21557.6527999109,20246.9930826625,19245.651511712,11213.4746309009,9217.88952758682
GDP per capita (current US$),NY.GDP.PCAP.CD,Eritrea,ERI,231.226610235343,208.620974680709,208.196948652283,215.139210251802,201.768798115624,232.794545914417,287.422224311551,276.750809646129,297.828058802925,317.329433586554,326.082564151512,430.754449938105,482.1490904235,582.775530237486,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Estonia,EST,4052.29227059027,4119.34739390814,4070.03282698714,4498.95702743146,5308.34778059328,7174.23741473369,8850.46511484791,10338.3132235799,12595.4106486304,16586.4052048847,18094.5480527831,14726.3182780587,14638.6048173457,17454.8434246435,17421.8902227378,19072.2385175669,19949.5813766971,17155.8741759995,17736.8026953521
GDP per capita (current US$),NY.GDP.PCAP.CD,Ethiopia,ETH,124.505623231545,119.134081818777,123.876205729993,120.17892791115,111.363435555958,118.873446581632,135.762385796471,161.626624773078,193.794905642516,243.302682246946,325.382554265056,379.756638540888,341.309909200504,354.846354368724,468.506724907536,502.153588732071,571.162275886001,645.465006707765,712.877949961138
GDP per capita (current US$),NY.GDP.PCAP.CD,Faroe Islands,FRO,23737.4167662171,23982.8806710129,22479.578988392,24300.3785998986,26553.7465597833,30993.0770616633,34979.0816995871,35847.4535649984,40719.5750317748,47024.2296980726,49773.1668730863,46521.5017134755,47397.9029229641,50789.0486039991,48421.8030715067,53612.8250038773,57543.6690591516,50581.9684915586,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Fiji,FJI,2070.16584662914,2408.16546581581,2076.01330767665,2038.89172875457,2259.05579575103,2835.97397188993,3332.91853272002,3658.63083239231,3749.93981348645,4078.8232700144,4177.65778874269,3369.40824665782,3651.96678405546,4353.12139240993,4546.73850445133,4763.06895557778,5061.39757456886,4889.46145369562,5197.50913987692
GDP per capita (current US$),NY.GDP.PCAP.CD,Finland,FIN,25989.407503518,26178.7917845508,24253.2504245786,24913.2445163584,26834.0262501804,32816.160880214,37636.1117341753,38969.171631813,41120.6765061581,48288.5490978186,53401.3148725198,47107.1557090705,46202.4151628454,50790.7241454802,47415.5598711351,49638.0771298139,49914.6186421589,42424.2208075022,43433.032224358
GDP per capita (current US$),NY.GDP.PCAP.CD,France,FRA,24974.2721990005,24673.1989691744,22364.0293943406,22433.5557141945,24177.3351674642,29568.385949668,33741.2651469175,34760.1877663866,36443.6234414411,41508.4326882318,45334.1109147277,41575.4161783031,40638.33400426,43790.7353990492,40874.715955798,42592.9515190701,43008.6525700318,36613.3752159613,36870.2191344563
GDP per capita (current US$),NY.GDP.PCAP.CD,French Polynesia,PYF,16530.4620336168,16299.5641535461,14530.7772043155,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Gabon,GAB,3827.97579270855,3883.32518819735,4116.46069260228,3976.10488749697,4102.5527104335,4892.01161776848,5685.57773573676,6826.88054459085,7141.54916678737,8352.81710056754,10094.0274577256,7603.66022253846,8754.14223448139,10716.2244321162,9774.19302555079,9679.72356160692,9692.13673895679,7448.74935464556,7078.68326044761
GDP per capita (current US$),NY.GDP.PCAP.CD,"Gambia, The",GMB,723.794829579674,681.537417881347,635.563758415104,541.055891310495,440.947478592105,359.652178057176,413.840358300019,432.191878654021,439.343287407705,519.054805783257,607.955496009595,549.31782552081,562.483781687741,514.378161891896,504.973936730824,483.480904594251,434.470160809477,458.970591237736,472.306438160201
GDP per capita (current US$),NY.GDP.PCAP.CD,Georgia,GEO,805.282343389248,628.870829808179,691.997720608683,733.97039650425,779.375683996206,927.989197820003,1207.38822163362,1530.0364189918,1872.68041606715,2492.12877994527,3174.94900068643,2706.58851158173,2964.47703373088,3725.06322121592,4142.8691753655,4274.37685702961,4429.65007451491,3764.64091159037,3865.78569412489
GDP per capita (current US$),NY.GDP.PCAP.CD,Germany,DEU,27340.6728848884,26795.9911316814,23718.746699471,23687.3168928198,25205.164445175,30359.9521525666,34165.9340305131,34696.62091671,36447.8723183195,41814.8190965222,45699.1983232962,41732.707253158,41785.556912554,46810.3279588057,44065.2489082767,46530.9114275776,48042.5634346518,41323.921502169,42232.5742082948
GDP per capita (current US$),NY.GDP.PCAP.CD,Ghana,GHA,414.768460995329,417.767990728979,263.112467866077,273.659666846788,309.484470257043,373.281553685955,423.193638915765,498.172390362402,922.953749658833,1090.68671771468,1224.40155350237,1086.76503836319,1312.60755731025,1574.97865331211,1629.80022222505,1814.492297022,1449.66281612847,1353.68426033735,1517.49550753102
GDP per capita (current US$),NY.GDP.PCAP.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (current US$),NY.GDP.PCAP.CD,Greece,GRC,13472.1376415276,13245.1894634121,12042.9537310995,12538.1788278361,14110.3133911078,18477.578411927,21955.1040911595,22551.735744099,24801.1578065035,28827.3263555224,31997.2820108813,29710.9702950284,26917.7589787254,25916.2935289351,22242.681934771,21874.8195041667,21760.9797994918,18070.7767788584,17881.5266973956
GDP per capita (current US$),NY.GDP.PCAP.CD,Greenland,GRL,20496.661371851,20170.4384160027,19004.1072910304,19275.4733376066,20652.8783287878,27460.030198813,32070.3786031948,32489.7819085278,35458.1231210482,39780.9514445753,44367.0556497873,44918.5648770756,43988.3324931946,47186.9814680048,45936.7659516989,47262.2827635479,50408.3345548258,44912.2660945027,48159.5347057227
